ID	Cell Type	Cell Subtype
183935	colorectal_tumor	colorectal_tumor (WNT-high)
183937	colorectal_tumor	colorectal_tumor (MSI)
183938	colorectal_tumor	colorectal_tumor (EMT-high)
183941	Fibroblasts	Fibroblasts (myCAF)
183945	colorectal_tumor	colorectal_tumor (KRAS-high)
183950	Fibroblasts	Fibroblasts (LRRC15+)
183954	colorectal_tumor	colorectal_tumor (WNT-high)
183955	colorectal_tumor	colorectal_tumor (EMT-high)
183967	colorectal_tumor	colorectal_tumor (EMT-high)
183969	colorectal_tumor	colorectal_tumor (WNT-high)
183971	RTM_LA	RTM_LA (FOLR2-high)
183973	Mac_LA	Mac_LA (SPP1-high)
183979	colorectal_tumor	colorectal_tumor (MSI)
183983	B_cells	B_cells (plasma)
183987	TCD4_reg	TCD4_reg (FOXP3-high)
183990	colorectal_tumor	colorectal_tumor (MSI)
184002	colorectal_tumor	colorectal_tumor (EMT-high)
184003	colorectal_tumor	colorectal_tumor (MYC-high)
184013	colorectal_tumor	colorectal_tumor (KRAS-high)
184016	colorectal_tumor	colorectal_tumor (KRAS-high)
184019	colorectal_tumor	colorectal_tumor (MSI)
184021	colorectal_tumor	colorectal_tumor (WNT-high)
184024	Fibroblasts	Fibroblasts (iCAF)
184030	RTM_LA	RTM_LA (C1Q-high)
184038	TCD4_reg	TCD4_reg (TIGIT-high)
184045	colorectal_tumor	colorectal_tumor (KRAS-high)
184048	RTM_LA	RTM_LA (C1Q-high)
184057	colorectal_tumor	colorectal_tumor (EMT-high)
184067	colorectal_tumor	colorectal_tumor (MSI)
184074	Mac_LA	Mac_LA (SPP1-high)
184077	colorectal_tumor	colorectal_tumor (MSI)
184084	colorectal_tumor	colorectal_tumor (KRAS-high)
184086	RTM_LA	RTM_LA (FOLR2-high)
184090	colorectal_tumor	colorectal_tumor (MYC-high)
184096	colorectal_tumor	colorectal_tumor (MYC-high)
184101	Fibroblasts	Fibroblasts (LRRC15+)
184102	Endothelial	Endothelial (arterial)
184104	colorectal_tumor	colorectal_tumor (MSI)
184105	RTM_LA	RTM_LA (FOLR2-high)
184111	Mast_cells	Mast_cells (KIT-high)
184113	Fibroblasts	Fibroblasts (LRRC15+)
184116	RTM_LA	RTM_LA (FOLR2-high)
184125	colorectal_tumor	colorectal_tumor (MSI)
184132	TCD4_reg	TCD4_reg (FOXP3-high)
184140	colorectal_tumor	colorectal_tumor (MYC-high)
184141	Fibroblasts	Fibroblasts (iCAF)
184144	Mac_LA	Mac_LA (TREM2-high)
184147	B_cells	B_cells (GC)
184148	colorectal_tumor	colorectal_tumor (KRAS-high)
184149	colorectal_tumor	colorectal_tumor (MYC-high)
184153	colorectal_tumor	colorectal_tumor (MYC-high)
184155	colorectal_tumor	colorectal_tumor (MSI)
184165	Fibroblasts	Fibroblasts (LRRC15+)
184167	colorectal_tumor	colorectal_tumor (MYC-high)
184168	Fibroblasts	Fibroblasts (myCAF)
184172	Fibroblasts	Fibroblasts (iCAF)
184183	colorectal_tumor	colorectal_tumor (EMT-high)
184185	colorectal_tumor	colorectal_tumor (MSI)
184188	colorectal_tumor	colorectal_tumor (KRAS-high)
184193	colorectal_tumor	colorectal_tumor (EMT-high)
184196	colorectal_tumor	colorectal_tumor (MYC-high)
184197	colorectal_tumor	colorectal_tumor (MYC-high)
184199	colorectal_tumor	colorectal_tumor (WNT-high)
184200	TCD4_reg	TCD4_reg (TIGIT-high)
184204	colorectal_tumor	colorectal_tumor (MYC-high)
184207	Fibroblasts	Fibroblasts (myCAF)
184209	colorectal_tumor	colorectal_tumor (EMT-high)
184220	Mac_LA	Mac_LA (TREM2-high)
184223	Fibroblasts	Fibroblasts (iCAF)
184224	RTM_LA	RTM_LA (FOLR2-high)
184231	colorectal_tumor	colorectal_tumor (WNT-high)
184235	Fibroblasts	Fibroblasts (iCAF)
184236	Fibroblasts	Fibroblasts (iCAF)
184237	Fibroblasts	Fibroblasts (LRRC15+)
184239	colorectal_tumor	colorectal_tumor (MSI)
184241	colorectal_tumor	colorectal_tumor (WNT-high)
184246	colorectal_tumor	colorectal_tumor (EMT-high)
184248	colorectal_tumor	colorectal_tumor (WNT-high)
184250	Mac_LA	Mac_LA (SPP1-high)
184251	colorectal_tumor	colorectal_tumor (EMT-high)
184264	TCD8_naive	TCD8_naive (TCF7-high)
184277	colorectal_tumor	colorectal_tumor (MSI)
184279	Fibroblasts	Fibroblasts (myCAF)
184282	colorectal_tumor	colorectal_tumor (EMT-high)
184297	colorectal_tumor	colorectal_tumor (KRAS-high)
184303	Fibroblasts	Fibroblasts (iCAF)
184305	colorectal_tumor	colorectal_tumor (EMT-high)
184306	colorectal_tumor	colorectal_tumor (WNT-high)
184308	Fibroblasts	Fibroblasts (myCAF)
184313	colorectal_tumor	colorectal_tumor (EMT-high)
184319	colorectal_tumor	colorectal_tumor (MSI)
184320	colorectal_tumor	colorectal_tumor (MSI)
184323	TCD4_reg	TCD4_reg (FOXP3-high)
184327	colorectal_tumor	colorectal_tumor (KRAS-high)
184333	colorectal_tumor	colorectal_tumor (MYC-high)
184334	colorectal_tumor	colorectal_tumor (MYC-high)
184336	Mac_LA	Mac_LA (SPP1-high)
184337	colorectal_tumor	colorectal_tumor (MYC-high)
184345	Fibroblasts	Fibroblasts (myCAF)
184346	colorectal_tumor	colorectal_tumor (EMT-high)
184347	Fibroblasts	Fibroblasts (myCAF)
184349	colorectal_tumor	colorectal_tumor (EMT-high)
184350	Fibroblasts	Fibroblasts (LRRC15+)
184356	Fibroblasts	Fibroblasts (myCAF)
184360	colorectal_tumor	colorectal_tumor (EMT-high)
184380	colorectal_tumor	colorectal_tumor (MYC-high)
184382	RTM_LA	RTM_LA (C1Q-high)
184383	colorectal_tumor	colorectal_tumor (MYC-high)
184388	colorectal_tumor	colorectal_tumor (WNT-high)
184393	colorectal_tumor	colorectal_tumor (KRAS-high)
184395	Fibroblasts	Fibroblasts (iCAF)
184414	colorectal_tumor	colorectal_tumor (MYC-high)
184415	colorectal_tumor	colorectal_tumor (MYC-high)
184418	B_cells	B_cells (naive)
184425	Fibroblasts	Fibroblasts (iCAF)
184434	colorectal_tumor	colorectal_tumor (EMT-high)
184435	Mac_LA	Mac_LA (SPP1-high)
184444	Fibroblasts	Fibroblasts (iCAF)
184445	colorectal_tumor	colorectal_tumor (MSI)
184447	Fibroblasts	Fibroblasts (iCAF)
184449	colorectal_tumor	colorectal_tumor (WNT-high)
184463	Fibroblasts	Fibroblasts (myCAF)
184464	colorectal_tumor	colorectal_tumor (MSI)
184465	colorectal_tumor	colorectal_tumor (MSI)
184466	Endothelial	Endothelial (arterial)
184470	colorectal_tumor	colorectal_tumor (MYC-high)
184474	colorectal_tumor	colorectal_tumor (KRAS-high)
184477	colorectal_tumor	colorectal_tumor (WNT-high)
184478	Fibroblasts	Fibroblasts (LRRC15+)
184480	colorectal_tumor	colorectal_tumor (WNT-high)
184485	colorectal_tumor	colorectal_tumor (EMT-high)
184493	Mast_cells	Mast_cells (KIT-high)
184497	Fibroblasts	Fibroblasts (LRRC15+)
184514	Fibroblasts	Fibroblasts (LRRC15+)
184519	Fibroblasts	Fibroblasts (LRRC15+)
184529	colorectal_tumor	colorectal_tumor (EMT-high)
184534	Fibroblasts	Fibroblasts (iCAF)
184542	TCD4_reg	TCD4_reg (FOXP3-high)
184545	Fibroblasts	Fibroblasts (iCAF)
184546	colorectal_tumor	colorectal_tumor (EMT-high)
184552	Endothelial	Endothelial (venous)
184554	Mac_LA	Mac_LA (SPP1-high)
184558	colorectal_tumor	colorectal_tumor (MYC-high)
184567	colorectal_tumor	colorectal_tumor (KRAS-high)
184570	colorectal_tumor	colorectal_tumor (EMT-high)
184571	colorectal_tumor	colorectal_tumor (MYC-high)
184572	Fibroblasts	Fibroblasts (myCAF)
184578	colorectal_tumor	colorectal_tumor (MSI)
184581	Mac_Angio	Mac_Angio (MMP9-high)
184585	Fibroblasts	Fibroblasts (LRRC15+)
184589	TCD4_reg	TCD4_reg (TIGIT-high)
184594	colorectal_tumor	colorectal_tumor (KRAS-high)
184598	colorectal_tumor	colorectal_tumor (MSI)
184599	Mast_cells	Mast_cells (TPSAB1-high)
184611	TCD4_reg	TCD4_reg (TIGIT-high)
184615	colorectal_tumor	colorectal_tumor (EMT-high)
184621	colorectal_tumor	colorectal_tumor (MYC-high)
184631	RTM_LA	RTM_LA (C1Q-high)
184643	Fibroblasts	Fibroblasts (myCAF)
184645	colorectal_tumor	colorectal_tumor (WNT-high)
184646	colorectal_tumor	colorectal_tumor (WNT-high)
184650	Fibroblasts	Fibroblasts (myCAF)
184657	Endothelial	Endothelial (venous)
184667	colorectal_tumor	colorectal_tumor (KRAS-high)
184672	colorectal_tumor	colorectal_tumor (MYC-high)
184676	colorectal_tumor	colorectal_tumor (MYC-high)
184677	Fibroblasts	Fibroblasts (iCAF)
184688	Endothelial	Endothelial (venous)
184691	colorectal_tumor	colorectal_tumor (MSI)
184707	colorectal_tumor	colorectal_tumor (WNT-high)
184710	colorectal_tumor	colorectal_tumor (KRAS-high)
184715	colorectal_tumor	colorectal_tumor (MSI)
184725	Fibroblasts	Fibroblasts (myCAF)
184732	Endothelial	Endothelial (arterial)
184736	colorectal_tumor	colorectal_tumor (KRAS-high)
184741	TCD4_reg	TCD4_reg (TIGIT-high)
184744	RTM_LA	RTM_LA (C1Q-high)
184751	Fibroblasts	Fibroblasts (iCAF)
184752	colorectal_tumor	colorectal_tumor (EMT-high)
184760	RTM_LA	RTM_LA (FOLR2-high)
184766	colorectal_tumor	colorectal_tumor (EMT-high)
184773	TCD4_reg	TCD4_reg (FOXP3-high)
184775	Endothelial	Endothelial (venous)
184776	colorectal_tumor	colorectal_tumor (KRAS-high)
184779	colorectal_tumor	colorectal_tumor (WNT-high)
184781	colorectal_tumor	colorectal_tumor (KRAS-high)
184786	Endothelial	Endothelial (venous)
184792	colorectal_tumor	colorectal_tumor (MYC-high)
184793	colorectal_tumor	colorectal_tumor (WNT-high)
184795	colorectal_tumor	colorectal_tumor (EMT-high)
184801	Fibroblasts	Fibroblasts (myCAF)
184805	colorectal_tumor	colorectal_tumor (EMT-high)
184810	colorectal_tumor	colorectal_tumor (WNT-high)
184813	Mac_LA	Mac_LA (TREM2-high)
184815	Fibroblasts	Fibroblasts (iCAF)
184820	Fibroblasts	Fibroblasts (iCAF)
184828	colorectal_tumor	colorectal_tumor (EMT-high)
184831	Mac_LA	Mac_LA (TREM2-high)
184836	colorectal_tumor	colorectal_tumor (KRAS-high)
184855	colorectal_tumor	colorectal_tumor (KRAS-high)
184856	colorectal_tumor	colorectal_tumor (KRAS-high)
184861	Fibroblasts	Fibroblasts (myCAF)
184868	RTM_LA	RTM_LA (FOLR2-high)
184872	colorectal_tumor	colorectal_tumor (EMT-high)
184876	RTM_LA	RTM_LA (C1Q-high)
184877	colorectal_tumor	colorectal_tumor (EMT-high)
184880	Fibroblasts	Fibroblasts (LRRC15+)
184883	colorectal_tumor	colorectal_tumor (KRAS-high)
184888	colorectal_tumor	colorectal_tumor (WNT-high)
184892	Endothelial	Endothelial (tip)
184893	Fibroblasts	Fibroblasts (myCAF)
184898	colorectal_tumor	colorectal_tumor (WNT-high)
184902	colorectal_tumor	colorectal_tumor (MSI)
184908	colorectal_tumor	colorectal_tumor (KRAS-high)
184924	TCD4_reg	TCD4_reg (FOXP3-high)
184933	colorectal_tumor	colorectal_tumor (WNT-high)
184936	colorectal_tumor	colorectal_tumor (KRAS-high)
184941	colorectal_tumor	colorectal_tumor (KRAS-high)
184943	Fibroblasts	Fibroblasts (myCAF)
184947	colorectal_tumor	colorectal_tumor (MYC-high)
184948	colorectal_tumor	colorectal_tumor (MSI)
184950	colorectal_tumor	colorectal_tumor (EMT-high)
184952	Fibroblasts	Fibroblasts (iCAF)
184954	colorectal_tumor	colorectal_tumor (KRAS-high)
184956	colorectal_tumor	colorectal_tumor (MSI)
184961	colorectal_tumor	colorectal_tumor (WNT-high)
184966	colorectal_tumor	colorectal_tumor (KRAS-high)
184970	colorectal_tumor	colorectal_tumor (KRAS-high)
184971	colorectal_tumor	colorectal_tumor (KRAS-high)
184973	colorectal_tumor	colorectal_tumor (MYC-high)
184974	colorectal_tumor	colorectal_tumor (MSI)
184983	RTM_LA	RTM_LA (FOLR2-high)
184987	colorectal_tumor	colorectal_tumor (WNT-high)
184988	colorectal_tumor	colorectal_tumor (WNT-high)
184990	colorectal_tumor	colorectal_tumor (WNT-high)
184993	colorectal_tumor	colorectal_tumor (EMT-high)
184999	colorectal_tumor	colorectal_tumor (MSI)
185001	RTM_LA	RTM_LA (FOLR2-high)
185003	Fibroblasts	Fibroblasts (iCAF)
185004	colorectal_tumor	colorectal_tumor (MYC-high)
185010	Fibroblasts	Fibroblasts (LRRC15+)
185015	Endothelial	Endothelial (arterial)
185025	TCD8_naive	TCD8_naive (PDCD1-high)
185026	colorectal_tumor	colorectal_tumor (WNT-high)
185030	Endothelial	Endothelial (tip)
185032	colorectal_tumor	colorectal_tumor (EMT-high)
185033	colorectal_tumor	colorectal_tumor (EMT-high)
185040	colorectal_tumor	colorectal_tumor (MYC-high)
185067	colorectal_tumor	colorectal_tumor (MSI)
185069	colorectal_tumor	colorectal_tumor (KRAS-high)
185072	colorectal_tumor	colorectal_tumor (KRAS-high)
185083	Endothelial	Endothelial (venous)
185089	colorectal_tumor	colorectal_tumor (WNT-high)
185090	colorectal_tumor	colorectal_tumor (WNT-high)
185106	colorectal_tumor	colorectal_tumor (EMT-high)
185108	Mac_LA	Mac_LA (TREM2-high)
185112	Fibroblasts	Fibroblasts (LRRC15+)
185113	colorectal_tumor	colorectal_tumor (MSI)
185122	colorectal_tumor	colorectal_tumor (WNT-high)
185131	colorectal_tumor	colorectal_tumor (WNT-high)
185133	Endothelial	Endothelial (tip)
185134	colorectal_tumor	colorectal_tumor (MSI)
185136	colorectal_tumor	colorectal_tumor (MSI)
185143	colorectal_tumor	colorectal_tumor (MYC-high)
185145	TCD8_naive	TCD8_naive (PDCD1-high)
185151	colorectal_tumor	colorectal_tumor (MYC-high)
185154	Endothelial	Endothelial (tip)
185156	colorectal_tumor	colorectal_tumor (EMT-high)
185159	colorectal_tumor	colorectal_tumor (KRAS-high)
185164	colorectal_tumor	colorectal_tumor (MYC-high)
185168	colorectal_tumor	colorectal_tumor (WNT-high)
185169	Fibroblasts	Fibroblasts (LRRC15+)
185173	colorectal_tumor	colorectal_tumor (EMT-high)
185175	colorectal_tumor	colorectal_tumor (MSI)
185185	colorectal_tumor	colorectal_tumor (MSI)
185187	colorectal_tumor	colorectal_tumor (EMT-high)
185200	colorectal_tumor	colorectal_tumor (EMT-high)
185202	colorectal_tumor	colorectal_tumor (WNT-high)
185207	Fibroblasts	Fibroblasts (LRRC15+)
185211	Fibroblasts	Fibroblasts (iCAF)
185214	colorectal_tumor	colorectal_tumor (WNT-high)
185216	colorectal_tumor	colorectal_tumor (MYC-high)
185223	RTM_LA	RTM_LA (C1Q-high)
185224	Fibroblasts	Fibroblasts (LRRC15+)
185225	colorectal_tumor	colorectal_tumor (MSI)
185227	colorectal_tumor	colorectal_tumor (MSI)
185234	colorectal_tumor	colorectal_tumor (MYC-high)
185237	colorectal_tumor	colorectal_tumor (KRAS-high)
185238	colorectal_tumor	colorectal_tumor (KRAS-high)
185239	RTM_LA	RTM_LA (FOLR2-high)
185240	Fibroblasts	Fibroblasts (iCAF)
185250	Mac_Angio	Mac_Angio (VEGFA-high)
185251	Fibroblasts	Fibroblasts (LRRC15+)
185253	colorectal_tumor	colorectal_tumor (MYC-high)
185256	Mac_LA	Mac_LA (SPP1-high)
185263	colorectal_tumor	colorectal_tumor (MSI)
185264	B_cells	B_cells (naive)
185276	Fibroblasts	Fibroblasts (iCAF)
185277	colorectal_tumor	colorectal_tumor (KRAS-high)
185281	Mac_LA	Mac_LA (SPP1-high)
185295	colorectal_tumor	colorectal_tumor (MSI)
185300	colorectal_tumor	colorectal_tumor (KRAS-high)
185302	Fibroblasts	Fibroblasts (iCAF)
185305	colorectal_tumor	colorectal_tumor (MSI)
185308	colorectal_tumor	colorectal_tumor (MYC-high)
185310	colorectal_tumor	colorectal_tumor (MYC-high)
185314	colorectal_tumor	colorectal_tumor (KRAS-high)
185316	Mac_LA	Mac_LA (SPP1-high)
185318	colorectal_tumor	colorectal_tumor (MYC-high)
185319	colorectal_tumor	colorectal_tumor (WNT-high)
185326	Fibroblasts	Fibroblasts (myCAF)
185330	Fibroblasts	Fibroblasts (iCAF)
185331	Fibroblasts	Fibroblasts (myCAF)
185334	colorectal_tumor	colorectal_tumor (EMT-high)
185345	Mac_LA	Mac_LA (TREM2-high)
185352	Fibroblasts	Fibroblasts (iCAF)
185355	colorectal_tumor	colorectal_tumor (MSI)
185356	Endothelial	Endothelial (venous)
185358	colorectal_tumor	colorectal_tumor (MYC-high)
185362	colorectal_tumor	colorectal_tumor (WNT-high)
185363	colorectal_tumor	colorectal_tumor (MYC-high)
185366	Fibroblasts	Fibroblasts (iCAF)
185367	colorectal_tumor	colorectal_tumor (MSI)
185368	colorectal_tumor	colorectal_tumor (WNT-high)
185370	TCD8_naive	TCD8_naive (GZMB-high)
185375	colorectal_tumor	colorectal_tumor (KRAS-high)
185376	colorectal_tumor	colorectal_tumor (EMT-high)
185381	B_cells	B_cells (naive)
185383	colorectal_tumor	colorectal_tumor (MSI)
185384	TCD8_naive	TCD8_naive (PDCD1-high)
185386	colorectal_tumor	colorectal_tumor (WNT-high)
185394	colorectal_tumor	colorectal_tumor (MSI)
185396	colorectal_tumor	colorectal_tumor (EMT-high)
185402	Fibroblasts	Fibroblasts (LRRC15+)
185414	B_cells	B_cells (naive)
185416	Fibroblasts	Fibroblasts (LRRC15+)
185417	Endothelial	Endothelial (venous)
185420	Fibroblasts	Fibroblasts (iCAF)
185421	colorectal_tumor	colorectal_tumor (WNT-high)
185423	colorectal_tumor	colorectal_tumor (MSI)
185430	RTM_LA	RTM_LA (FOLR2-high)
185432	colorectal_tumor	colorectal_tumor (KRAS-high)
185433	colorectal_tumor	colorectal_tumor (WNT-high)
185435	Fibroblasts	Fibroblasts (LRRC15+)
185436	Fibroblasts	Fibroblasts (LRRC15+)
185437	Fibroblasts	Fibroblasts (iCAF)
185438	colorectal_tumor	colorectal_tumor (EMT-high)
185439	colorectal_tumor	colorectal_tumor (MSI)
185446	colorectal_tumor	colorectal_tumor (KRAS-high)
185453	Endothelial	Endothelial (tip)
185455	colorectal_tumor	colorectal_tumor (EMT-high)
185457	colorectal_tumor	colorectal_tumor (MSI)
185468	colorectal_tumor	colorectal_tumor (KRAS-high)
185471	colorectal_tumor	colorectal_tumor (MSI)
185475	colorectal_tumor	colorectal_tumor (KRAS-high)
185495	colorectal_tumor	colorectal_tumor (WNT-high)
185496	Fibroblasts	Fibroblasts (LRRC15+)
185498	Fibroblasts	Fibroblasts (LRRC15+)
185503	colorectal_tumor	colorectal_tumor (MYC-high)
185509	colorectal_tumor	colorectal_tumor (MYC-high)
185512	colorectal_tumor	colorectal_tumor (MSI)
185518	Mac_LA	Mac_LA (TREM2-high)
185521	Mac_Angio	Mac_Angio (VEGFA-high)
185523	Fibroblasts	Fibroblasts (myCAF)
185524	Mac_LA	Mac_LA (TREM2-high)
185526	Fibroblasts	Fibroblasts (myCAF)
185527	Fibroblasts	Fibroblasts (LRRC15+)
185536	Fibroblasts	Fibroblasts (myCAF)
185539	colorectal_tumor	colorectal_tumor (KRAS-high)
185540	colorectal_tumor	colorectal_tumor (KRAS-high)
185547	Fibroblasts	Fibroblasts (myCAF)
185558	colorectal_tumor	colorectal_tumor (EMT-high)
185562	colorectal_tumor	colorectal_tumor (KRAS-high)
185573	colorectal_tumor	colorectal_tumor (MSI)
185575	colorectal_tumor	colorectal_tumor (EMT-high)
185577	colorectal_tumor	colorectal_tumor (MYC-high)
185579	colorectal_tumor	colorectal_tumor (EMT-high)
185581	colorectal_tumor	colorectal_tumor (EMT-high)
185587	colorectal_tumor	colorectal_tumor (KRAS-high)
185588	B_cells	B_cells (plasma)
185589	B_cells	B_cells (naive)
185590	RTM_LA	RTM_LA (FOLR2-high)
185591	B_cells	B_cells (GC)
185595	Fibroblasts	Fibroblasts (LRRC15+)
185596	Mac_LA	Mac_LA (TREM2-high)
185598	colorectal_tumor	colorectal_tumor (WNT-high)
185608	colorectal_tumor	colorectal_tumor (MSI)
185614	colorectal_tumor	colorectal_tumor (MYC-high)
185615	Fibroblasts	Fibroblasts (LRRC15+)
185617	Fibroblasts	Fibroblasts (LRRC15+)
185620	colorectal_tumor	colorectal_tumor (MYC-high)
185623	colorectal_tumor	colorectal_tumor (WNT-high)
185628	Fibroblasts	Fibroblasts (myCAF)
185637	colorectal_tumor	colorectal_tumor (WNT-high)
185638	colorectal_tumor	colorectal_tumor (EMT-high)
185641	colorectal_tumor	colorectal_tumor (KRAS-high)
185647	colorectal_tumor	colorectal_tumor (WNT-high)
185649	colorectal_tumor	colorectal_tumor (WNT-high)
185652	colorectal_tumor	colorectal_tumor (MSI)
185655	Fibroblasts	Fibroblasts (myCAF)
185657	TCD4_reg	TCD4_reg (FOXP3-high)
185670	Fibroblasts	Fibroblasts (myCAF)
185677	colorectal_tumor	colorectal_tumor (MSI)
185686	colorectal_tumor	colorectal_tumor (MSI)
185688	Endothelial	Endothelial (arterial)
185690	RTM_LA	RTM_LA (C1Q-high)
185691	colorectal_tumor	colorectal_tumor (EMT-high)
185694	Fibroblasts	Fibroblasts (myCAF)
185695	Fibroblasts	Fibroblasts (iCAF)
185703	Fibroblasts	Fibroblasts (LRRC15+)
185705	RTM_LA	RTM_LA (FOLR2-high)
185706	colorectal_tumor	colorectal_tumor (WNT-high)
185707	colorectal_tumor	colorectal_tumor (WNT-high)
185708	colorectal_tumor	colorectal_tumor (KRAS-high)
185710	Mast_cells	Mast_cells (TPSAB1-high)
185714	B_cells	B_cells (GC)
185718	colorectal_tumor	colorectal_tumor (WNT-high)
185719	colorectal_tumor	colorectal_tumor (MYC-high)
185720	Fibroblasts	Fibroblasts (myCAF)
185727	Fibroblasts	Fibroblasts (myCAF)
185735	colorectal_tumor	colorectal_tumor (EMT-high)
185747	colorectal_tumor	colorectal_tumor (WNT-high)
185748	RTM_LA	RTM_LA (FOLR2-high)
185755	colorectal_tumor	colorectal_tumor (WNT-high)
185764	colorectal_tumor	colorectal_tumor (KRAS-high)
185768	Fibroblasts	Fibroblasts (myCAF)
185770	RTM_LA	RTM_LA (C1Q-high)
185772	Fibroblasts	Fibroblasts (myCAF)
185773	TCD4_reg	TCD4_reg (TIGIT-high)
185781	colorectal_tumor	colorectal_tumor (KRAS-high)
185786	RTM_LA	RTM_LA (C1Q-high)
185792	colorectal_tumor	colorectal_tumor (EMT-high)
185795	colorectal_tumor	colorectal_tumor (EMT-high)
185796	Mac_LA	Mac_LA (SPP1-high)
185805	colorectal_tumor	colorectal_tumor (WNT-high)
185811	colorectal_tumor	colorectal_tumor (EMT-high)
185814	colorectal_tumor	colorectal_tumor (MSI)
185820	TCD4_reg	TCD4_reg (TIGIT-high)
185823	colorectal_tumor	colorectal_tumor (KRAS-high)
185829	colorectal_tumor	colorectal_tumor (WNT-high)
185830	colorectal_tumor	colorectal_tumor (KRAS-high)
185832	colorectal_tumor	colorectal_tumor (EMT-high)
185842	Fibroblasts	Fibroblasts (iCAF)
185848	Fibroblasts	Fibroblasts (myCAF)
185851	colorectal_tumor	colorectal_tumor (EMT-high)
185853	Fibroblasts	Fibroblasts (iCAF)
185856	Fibroblasts	Fibroblasts (myCAF)
185861	Fibroblasts	Fibroblasts (iCAF)
185870	colorectal_tumor	colorectal_tumor (EMT-high)
185874	Fibroblasts	Fibroblasts (myCAF)
185877	colorectal_tumor	colorectal_tumor (WNT-high)
185883	Fibroblasts	Fibroblasts (LRRC15+)
185886	colorectal_tumor	colorectal_tumor (EMT-high)
185890	colorectal_tumor	colorectal_tumor (MSI)
185894	Fibroblasts	Fibroblasts (iCAF)
185895	colorectal_tumor	colorectal_tumor (EMT-high)
185897	B_cells	B_cells (naive)
185899	colorectal_tumor	colorectal_tumor (WNT-high)
185905	colorectal_tumor	colorectal_tumor (WNT-high)
185906	colorectal_tumor	colorectal_tumor (MYC-high)
185912	Endothelial	Endothelial (tip)
185913	colorectal_tumor	colorectal_tumor (MSI)
185916	colorectal_tumor	colorectal_tumor (MSI)
185918	colorectal_tumor	colorectal_tumor (WNT-high)
185921	colorectal_tumor	colorectal_tumor (MYC-high)
185925	colorectal_tumor	colorectal_tumor (WNT-high)
185929	colorectal_tumor	colorectal_tumor (MSI)
185930	colorectal_tumor	colorectal_tumor (MYC-high)
185951	colorectal_tumor	colorectal_tumor (WNT-high)
185952	RTM_LA	RTM_LA (C1Q-high)
185955	colorectal_tumor	colorectal_tumor (MYC-high)
185959	Endothelial	Endothelial (arterial)
185964	Endothelial	Endothelial (arterial)
185967	colorectal_tumor	colorectal_tumor (MSI)
185972	Endothelial	Endothelial (arterial)
185982	colorectal_tumor	colorectal_tumor (MYC-high)
185990	colorectal_tumor	colorectal_tumor (EMT-high)
185991	colorectal_tumor	colorectal_tumor (MSI)
185999	colorectal_tumor	colorectal_tumor (KRAS-high)
186003	Endothelial	Endothelial (arterial)
186004	Fibroblasts	Fibroblasts (LRRC15+)
186005	colorectal_tumor	colorectal_tumor (WNT-high)
186007	colorectal_tumor	colorectal_tumor (MYC-high)
186013	Fibroblasts	Fibroblasts (myCAF)
186014	Fibroblasts	Fibroblasts (LRRC15+)
186021	colorectal_tumor	colorectal_tumor (MYC-high)
186022	TCD4_reg	TCD4_reg (FOXP3-high)
186023	colorectal_tumor	colorectal_tumor (MSI)
186024	colorectal_tumor	colorectal_tumor (MYC-high)
186030	colorectal_tumor	colorectal_tumor (EMT-high)
186031	colorectal_tumor	colorectal_tumor (WNT-high)
186036	colorectal_tumor	colorectal_tumor (WNT-high)
186044	Fibroblasts	Fibroblasts (LRRC15+)
186059	RTM_LA	RTM_LA (FOLR2-high)
186071	Fibroblasts	Fibroblasts (iCAF)
186073	Fibroblasts	Fibroblasts (myCAF)
186077	colorectal_tumor	colorectal_tumor (KRAS-high)
186082	colorectal_tumor	colorectal_tumor (EMT-high)
186084	colorectal_tumor	colorectal_tumor (MYC-high)
186086	Fibroblasts	Fibroblasts (myCAF)
186091	Fibroblasts	Fibroblasts (LRRC15+)
186098	colorectal_tumor	colorectal_tumor (WNT-high)
186100	Fibroblasts	Fibroblasts (iCAF)
186116	colorectal_tumor	colorectal_tumor (WNT-high)
186127	colorectal_tumor	colorectal_tumor (MYC-high)
186131	colorectal_tumor	colorectal_tumor (MSI)
186133	TCD8_naive	TCD8_naive (GZMB-high)
186135	colorectal_tumor	colorectal_tumor (MSI)
186136	colorectal_tumor	colorectal_tumor (EMT-high)
186139	Fibroblasts	Fibroblasts (LRRC15+)
186140	colorectal_tumor	colorectal_tumor (WNT-high)
186144	colorectal_tumor	colorectal_tumor (MYC-high)
186145	Fibroblasts	Fibroblasts (iCAF)
186149	colorectal_tumor	colorectal_tumor (MYC-high)
186153	Fibroblasts	Fibroblasts (myCAF)
186158	colorectal_tumor	colorectal_tumor (KRAS-high)
186159	colorectal_tumor	colorectal_tumor (EMT-high)
186166	colorectal_tumor	colorectal_tumor (MSI)
186169	Endothelial	Endothelial (venous)
186173	colorectal_tumor	colorectal_tumor (WNT-high)
186174	TCD4_reg	TCD4_reg (FOXP3-high)
186175	colorectal_tumor	colorectal_tumor (WNT-high)
186177	colorectal_tumor	colorectal_tumor (WNT-high)
186180	colorectal_tumor	colorectal_tumor (MYC-high)
186186	Fibroblasts	Fibroblasts (LRRC15+)
186187	colorectal_tumor	colorectal_tumor (EMT-high)
186188	colorectal_tumor	colorectal_tumor (KRAS-high)
